Contract Address,Classification,Detailed Classification,upgradeable_PROXiFY,upgradeable_SWORD
0x44386869125d35509e81278b4b639c4d3ba47fbb,Upgradeable proxy,Variable implementation assigned outside the fallback function,1,1
0x86397e221aab5e9bf0c5ab43797181a1ed70a9aa,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xe3902e329ef2d3fd7666022c139d75bcc984b7a5,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x65e45dfb0ab7870f74dd66330c4837ccda743bbd,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xd3c7f14cd9acaddf244de6bc063e9053dc965366,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x2224264f8588c37c8ecbd0818187b5e87ede46f8,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xfa081f473f3651e072d18c83332c469ce59a79dd,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x78153825d7713a63e3ccfcfdd122cb3f4196895a,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xbab93311de250b5b422c705129b3617b3cb6e9e1,Forward proxy,No assignments to local1 outside the fallback function,0,1
0xb8671e33fcfc7fea2f7a3ea4a117f065ec4b009e,Upgradeable proxy,Variable implementation assigned outside the fallback function,1,1
0xb37c87231618aeb35b06efbb2333028e2f4c90e8,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x5adebf51b01c08c875c9931aa9474cd60a2db741,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xd47b96fb33b79a4dd81a2bfa676ebb669166f619,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xb3d3c1bbcef737204aadb4fa6d90e974bc262197,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x1c65b1763eee90fca83e65f14bb1d63c5280c651,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xb6cfa5779d35827c0552a0152fbebe38ac5ca50d,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x10a6354f5b1fdb96e7d36678557a55b639ea8aff,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xf4311ad92f47187a2744295a2fc9097cc90d0104,Not a proxy,No delegatecall found,0,1
0x6707e1b78de157aac4115ce09dbc4b699d89e331,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xb009f46793526fff707bb994b8685ff08ba34f5c,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x1b04a25a0a7f93cfb0c4278ca4f7ca2483a1e94e,Upgradeable proxy,Variable local1 assigned outside the fallback function,1,1
0xc76c6aba244061afb07a6da5961f6046bdef969c,Forward proxy,No assignments to local1 outside the fallback function,0,1
0x9f7189b4143be8ad1118466312338a3081c38a7a,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x705637f340667ee03efda280c8f054976a5dbaf6,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x57f1fe8820df9f105742b3443f0b5077e21124be,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xea0e60a29384ab957212d406ab7abc5ac0bdf95b,Forward proxy,No assignments to swapModule outside the fallback function,0,0
0x417a4d0f9ccb08e210129ade92e81f4fd2cb8630,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xbb7cf9a1b0c2af40b98a9018e3e9f756fe0ad3bb,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x0fca003f483313869ee54e86b281348980b4cbf6,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x94e8be1f79c71fc8ad757cf42443d49af224ac04,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xba4ffa404569e9ce1ca45b2c8f113108025483ec,Forward proxy,No assignments to dforceSplitImplementation outside the fallback function,0,1
0x49d716dfe60b37379010a75329ae09428f17118d,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x1337def157efdef167a81b3bab95385ce5a14477,Forward proxy,No assignments to local1 outside the fallback function,0,1
0xeb27617cc5756a6404ac5b6e4bd128ca69eb40a3,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x45b55cd322dd64cbd18a25684ed2fa337868b8cc,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x0e87c6d3f4efdc7d8200ee33fb0fb689c9129472,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x0034ea9808e620a0ef79261c51af20614b742b24,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xe01025a466d3faf937b23c6366f5509f0cea37d1,Forward proxy,No assignments to local4 outside the fallback function,0,1
0xb303cea7d54b2e06747229a3f1f34deab849df19,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xa94d499e2bc771d497fbc03255782c537fd43a6e,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x57c4df90572dff9e9e3fb5da28ae2ba4153ed2c4,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x26644cb612247aa144e8d5a4d18dbd018b2a1353,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xe6cc568766f52cffbff7e5a4e23a08e77f73b14e,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xfa70c04b4839b39d6e62cffa2aa27349c207e6ee,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xacd5b642a3f2ce2d0796097c90f19395ee3312ab,Forward proxy,No assignments to var_1 outside the fallback function,0,1
0x24efe6b87bf1bfe9ea2ccb5a9d0a959c7172b364,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xb4a8919c9200ae924350830b2e5031c8744b31f5,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xaa7a74a46efe0c58fbfdf5c43da30216a8aa84ec,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x7d7ab1db2c8766d98465a392f374eb97361289ef,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0x758a43ee2bff8230eeb784879cdcff4828f2544d,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x2ab85aa4ac637a770b2fc8daceeb3a6338125f10,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xbbbd7aebd29360a34cea492e012b9a2119ded306,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xd95a8ef7274bc3d6cf90966d622f75c1ba2c4f88,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x66126b4aa2a1c07536ef8e5e8bd4efda1fdea96d,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xd5d1e22f33ff65827678e2368467466509a0df87,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x766d7f9697fb841a4cbf07b5e25d50d4479cc2d1,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x23880b67c06cc3be970c4668e2923682917acbf8,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x8742cd3f049ec4d20bfb302e7c6fdf5a7d0dda37,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x278383f1a42cb25f7434f7a7584f55952afb0a40,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x8fefe8566a4b869cb1f8ab67225cd05f3d00a93a,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x4f7d83623eeb135eb13dbcea1a87a96945abe9cc,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xc72b966fb496ae927446ae4217aed61b76ee3707,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0xd5147bc8e386d91cc5dbe72099dac6c9b99276f5,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x5f737cb5cc40d0d4213e2fffff7a05e792816767,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x31b297921676306c6bb121e17747f7bc01633b24,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xecbd09c5a2e842ef1f2811400360a9197e459cb5,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xfb4c03d1ca813aee7f0570e752881ad5937e4e47,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xe123ca736d983badfbdf9df170c73f2bb5e0a7f0,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0xcce6e1ec95abf0d6fbbb1fe98f83d8073da0c06d,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xa9429271a28f8543efffa136994c0839e7d7bf77,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x8c4b4e9b0b8e9ebc4aac12826d78e0a87f8fd519,Forward proxy,No assignments to var_2 outside the fallback function,0,1
0x1cf226e9413addaf22412a2e182f9c0de44af002,Forward proxy,No assignments to local3 outside the fallback function,0,0
0xb0919df3247ec73e5e5a3433db41089219fee410,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x93a914c35ccd0dc8d22d167faeefb6b14a142c20,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x7bb59045a304daba60b0680b478ce27ceadab7ad,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x7209faba4a394cd9443f626cdbb35047e09c91fb,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xa9a4643dacb8e8f6fe7c2cc4d8b96307f6931a5c,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x355c665e101b9da58704a8fddb5feef210ef20c0,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0x400b5716b0c23b6f1f0f2a5fdb038949962b803e,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x8a06bba4219c3f1ca705318f5848e62f3bef33d0,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x0cae8d91e0b1b7bd00d906e990c3625b2c220db1,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0x17b1ff602d824eeffcdf6546fcb87a5c6bc69add,Upgradeable proxy,Implementation address can be modified,1,1
0x76f4344f2ac79f59bfbde5fa78e7bd452533d81b,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x915acbb6cb0c33c90308874cbd1a0e5719e6380d,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x05b1d5b3ad20769b3b71b658a1df2290cd5a2376,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xe61407c38bfc019bfa6751107052021b0084783a,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xcaa5f8b695b4cfec3855ec3254b1cfe46f4887f6,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xd8e3fb3b08eba982f2754988d70d57edc0055ae6,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xb4a81a3a8334abfbe2c6905f7844d424006bf67a,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xf0ac1928cf8a2e29829e78d4c8a40b8bf5dd4329,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x5c5f87cabdeb5c57192174ef11b2ce6625f0c7a5,Upgradeable proxy,Variable implementation assigned outside the fallback function,1,1
0xaabc6e639bb9f2dc6e13e1c050a822b116de665b,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x1920d646574e097c2c487f69f40814f95d45bf8c,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x72dfb0a83ef86168093080ac9deb52c622f7de2e,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x3de8d91f563d2f09372c305d85464cdb813de882,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x9a7f8507d7919175e5e009e074076312f9c728f5,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x5b60952481eb42b66bdffc3e049025ac5b91c127,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x406555dbf02e9e4df9adeaec9da76abeed8c1bc3,Not a proxy,No delegatecall found,0,1
0xc34567be9e1a71cd48403c66788cb300d080e229,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x4700b837e12f33861b25fceaa69edcd09a54c2ca,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x2ed5d3fff0eb1451c381ddece244e9b796db7b8a,Upgradeable proxy,Variable local1 assigned outside the fallback function,1,1
0xd7b6c3ebcd8c7701cddb2544ca68118bfcece8e2,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x6603c818112f3c59d9f536db9cf41c7ef19cb5a0,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xdbb0965046e142b4306ac453c7700bf768d6ac33,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0x2499e7259594044d7cc0a6fe27f4935d62ef1dbf,Not a proxy,No delegatecall found,0,1
0xcf03c74b450e319a950b08329bc7465a8abfafd5,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xa9d46dedeff7dfe8ff3628f4d276a0e1c5007b81,Upgradeable proxy,Variable local1 assigned outside the fallback function,1,1
0xe1b14d6736f576cd4c5e7ee9925110c0b2b38f63,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x79c29d1c129c9407e3a23e9258d713976097445d,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xf7011510572d0efe31d1e90cd6dc1ef84e6b13b8,Not a proxy,No delegatecall found,0,1
0x43329af8e0a66910ccdd085e56d8117a4a50c7f6,Forward proxy,No assignments to masterCopy outside the fallback function,0,0
0xc874b064f465bdd6411d45734b56fac750cda29a,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xb8790c911fa32132eddcfd250454dff0448682b8,Forward proxy,No assignments to var_2 outside the fallback function,0,1
0x39e2cb112ee00b7ebba78081b25766916317c491,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xf4fe3f2c1ba1f731f8864e4298bccd972dc3d30b,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x1cc9567ea2eb740824a45f8026ccf8e46973234d,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0xe983499d199fc44a5b07c002fca29be0e21ba8b2,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x22a721e56227ad18da852b1c4d3e9f338c327633,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x8e2a31d5ba8c2572e34c8775e8dfda2d032f4c61,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xbd27ce697a32476098b788b239e57aacc6dfcf72,Forward proxy,No assignments to dTokenImplementation outside the fallback function,0,1
0xc5cacb708425961594b63ec171f4df27a9c0d8c9,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x16c9cf62d8dac4a38fb50ae5fa5d51e9170f3179,Forward proxy,No assignments to dTokenImplementation outside the fallback function,0,1
0xf6c20fb946f01ab573b4919ff1959b6e36f9d762,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x0a0c04e27c466e2dfc85eac947930a1fbc0cb6f3,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xd2a1d068baac0b06a8e2b1dc924a43d81a6da325,Upgradeable proxy,Variable var_1 assigned outside the fallback function,1,1
0x9f2b18751376cf6a3432eb158ba5f9b1abd2f7ce,Upgradeable proxy,Variable implementation assigned outside the fallback function,1,1
0x428b2f6ed8aa98f8d5d4c55cc73f6d76d6a7e38d,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xe52d39b839632e707f47b7971e1e5f4888799172,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x3f3804176d90640ac6063124afd4bc0636ac85b6,Not a proxy,No delegatecall found,0,1
0x69a8bdee1af2138c58b1261373b37071850689c0,Upgradeable proxy,Variable local1 assigned outside the fallback function,1,1
0xfd09cf7cfffa9932e33668311c4777cb9db3c9be,Forward proxy,No assignments to local11 outside the fallback function,0,1
0xef9b41097618a9b207e3a968480b3afb41789b38,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xe2295bee6350438493eaea4ea84fefcfa3b6f248,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xb8a350d2cd92f0aec73c91fcae45ccd29c7e641e,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x96af6b6c38636512075754066327d96f5cedc81c,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x0baba1ad5be3a5c0a66e7ac838a129bf948f1ea4,Upgradeable proxy,Variable local1 assigned outside the fallback function,1,1
0xac6bb145d749fd867d383c5779f6adae0a12c291,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xe10f8f13addda57869cdf800aab4c0d5de9fa585,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xc3bf55099f1c904688d8f4498d6ae46bdebcdbd4,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xc418a3af58d7a1bad0b709fe58d0afddf64e178d,Upgradeable proxy,Variable local1 assigned outside the fallback function,1,1
0x7ef7ebf6c5da51a95109f31063b74ecf269b22be,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x62178a673f621d5f4bb7d16f986c0a7ba3207385,Forward proxy,No assignments to local1 outside the fallback function,0,1
0x7912afdf31bddba70f9285ed4cf9426e9ebbc613,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0xe595d67181d701a5356e010d9a58eb9a341f1dbd,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
0x2d315e8c8e897410a82fdfd615d4c0808e99ff94,Upgradeable proxy,Variable var_2 assigned outside the fallback function,1,1
